age,experience_years,daily_work_hours,sleep_hours,caffeine_intake,bugs_per_day,commits_per_day,meetings_per_day,screen_time,exercise_hours,stress_level,burnout_level,work_sleep_ratio,screen_time_intensity,commit_bug_ratio,work_category
29.0,17.0,13.82,8.97,2.0,13.0,19.0,3.0,15.93,1.2,64.67,1,1.5237045203969128,1.144396551724138,1.450381679389313,1
28.0,13.0,7.7,6.84,0.0,9.0,10.0,3.0,11.87,1.65,30.43,0,1.1095100864553316,1.5217948717948717,1.098901098901099,1
39.0,18.0,10.26,4.87,1.0,7.0,17.0,5.0,14.22,0.53,53.81,1,2.0643863179074446,1.3725868725868726,2.3943661971830985,2
27.0,13.0,8.9,4.82,4.0,14.0,8.0,8.0,10.84,0.15,89.61,2,1.8089430894308944,1.2044444444444444,0.5673758865248227,1
29.0,7.0,5.43,7.82,2.0,15.0,15.0,0.0,7.71,1.44,20.47,0,0.6856060606060606,1.3942133815551538,0.9933774834437087,0
38.0,16.0,4.56,6.96,6.0,7.0,23.0,5.0,8.71,1.02,44.73,1,0.6458923512747875,1.8690987124463525,3.23943661971831,0
22.0,2.0,10.26,6.74,5.0,3.0,27.0,7.0,12.69,1.0,51.97,1,1.5,1.2249034749034748,8.709677419354838,1
43.0,9.0,6.47,6.33,5.0,16.0,14.0,7.0,9.08,1.64,70.18,2,1.0062208398133747,1.3820395738203959,0.8695652173913043,1
24.0,10.0,6.44,7.63,1.0,3.0,3.0,5.0,8.9,0.92,38.54,1,0.8331177231565331,1.3608562691131498,0.9677419354838709,0
22.0,10.0,8.99,8.29,7.0,10.0,23.0,5.0,15.22,0.4,53.79,1,1.0715137067938023,1.6743674367436745,2.2772277227722775,1
35.0,7.0,8.62,5.51,4.0,12.0,11.0,7.0,10.98,0.95,65.01,1,1.536541889483066,1.2591743119266057,0.9090909090909092,1
36.0,0.0,4.29,5.1,4.0,5.0,12.0,1.0,8.5,0.43,35.19,1,0.8250000000000001,1.9362186788154898,2.3529411764705883,0
34.0,12.0,7.4,7.35,4.0,13.0,14.0,1.0,10.36,0.94,17.43,0,0.993288590604027,1.3813333333333333,1.0687022900763359,0
22.0,10.0,9.84,8.57,3.0,6.0,14.0,0.0,12.67,0.3,43.36,1,1.1349480968858132,1.2746478873239437,2.295081967213115,1
31.0,6.0,7.29,5.74,0.0,11.0,17.0,5.0,8.92,0.37,51.92,1,1.2482876712328768,1.2070365358592694,1.5315315315315317,1
28.0,13.0,4.27,5.36,5.0,0.0,19.0,5.0,5.98,1.77,31.48,0,0.7820512820512819,1.3684210526315792,190.0,0
40.0,4.0,8.44,5.13,4.0,9.0,26.0,5.0,9.61,0.23,58.54,1,1.6137667304015297,1.1252927400468384,2.857142857142857,1
31.0,10.0,5.06,5.27,3.0,0.0,21.0,1.0,6.12,0.45,13.62,0,0.942271880819367,1.186046511627907,210.0,0
34.0,16.0,10.19,4.67,7.0,15.0,6.0,6.0,13.14,1.99,72.62,2,2.1362683438155137,1.2769679300291548,0.3973509933774835,2
21.0,4.0,10.2,6.98,4.0,6.0,20.0,2.0,12.84,1.15,41.05,1,1.4406779661016949,1.2466019417475729,3.278688524590164,1
42.0,19.0,4.38,5.4,7.0,19.0,25.0,0.0,6.48,1.17,38.68,1,0.7963636363636364,1.4464285714285716,1.3089005235602094,0
37.0,10.0,6.91,7.07,7.0,5.0,11.0,0.0,11.87,1.69,15.97,0,0.9637377963737797,1.6932952924393723,2.1568627450980395,0
39.0,4.0,8.14,4.42,4.0,17.0,9.0,8.0,12.02,1.05,85.26,2,1.8008849557522126,1.4587378640776698,0.5263157894736842,1
31.0,14.0,9.5,4.58,7.0,19.0,28.0,2.0,13.66,0.44,77.15,2,2.0299145299145303,1.4229166666666668,1.4659685863874345,2
42.0,18.0,6.96,6.68,3.0,3.0,6.0,7.0,8.8,0.84,14.56,0,1.0265486725663717,1.2464589235127481,1.9354838709677418,1
23.0,15.0,6.88,6.56,0.0,15.0,13.0,9.0,8.87,1.51,60.06,1,1.033033033033033,1.2707736389684814,0.8609271523178809,1
42.0,7.0,13.83,5.36,1.0,0.0,26.0,6.0,17.1,1.74,61.18,1,2.532967032967033,1.2275664034458005,260.0,2
35.0,12.0,4.42,8.14,5.0,19.0,14.0,1.0,5.44,0.55,45.22,1,0.5364077669902912,1.2035398230088497,0.7329842931937173,0
42.0,15.0,13.89,4.94,7.0,1.0,3.0,1.0,14.96,0.52,66.03,1,2.755952380952381,1.0693352394567548,2.727272727272727,2
35.0,2.0,4.48,6.46,2.0,15.0,7.0,3.0,6.05,0.66,28.07,0,0.6829268292682927,1.3209606986899562,0.4635761589403974,0
20.0,0.0,6.88,6.78,6.0,8.0,18.0,1.0,8.77,1.19,47.58,1,1.0,1.2564469914040115,2.2222222222222223,0
41.0,8.0,8.94,8.34,4.0,14.0,28.0,4.0,12.05,0.56,53.15,1,1.0592417061611374,1.3329646017699117,1.9858156028368794,1
44.0,8.0,5.43,6.09,0.0,15.0,18.0,9.0,9.17,1.79,41.14,1,0.877221324717286,1.658227848101266,1.1920529801324504,0
21.0,16.0,5.35,5.99,5.0,8.0,4.0,6.0,7.6,1.96,51.53,1,0.8784893267651888,1.3944954128440368,0.4938271604938272,0
22.0,1.0,6.56,6.9,2.0,6.0,21.0,1.0,8.52,1.36,34.42,0,0.937142857142857,1.2792792792792793,3.4426229508196724,0
40.0,8.0,13.74,5.58,4.0,9.0,2.0,8.0,18.03,1.94,59.03,1,2.4190140845070425,1.3027456647398845,0.21978021978021978,2
44.0,18.0,7.8,7.55,6.0,6.0,9.0,0.0,9.45,0.58,20.62,0,1.019607843137255,1.1962025316455696,1.4754098360655739,1
39.0,12.0,9.66,5.24,2.0,12.0,14.0,5.0,13.37,1.63,48.36,1,1.8089887640449438,1.3698770491803278,1.15702479338843,1
36.0,4.0,11.04,8.12,7.0,1.0,1.0,6.0,15.77,1.36,52.7,1,1.343065693430657,1.4156193895870737,0.9090909090909091,1
39.0,8.0,11.42,5.36,3.0,11.0,20.0,4.0,13.35,0.53,79.55,2,2.0915750915750917,1.1588541666666667,1.8018018018018018,2
41.0,12.0,10.88,8.96,6.0,12.0,9.0,0.0,12.23,0.64,76.54,2,1.2008830022075054,1.1138433515482695,0.7438016528925621,1
40.0,0.0,7.37,5.58,5.0,2.0,21.0,3.0,12.29,0.98,21.67,0,1.2975352112676057,1.64524765729585,10.0,1
20.0,14.0,5.12,8.39,0.0,10.0,15.0,7.0,7.2,1.58,26.71,0,0.6030624263839811,1.3793103448275863,1.4851485148514851,0
39.0,3.0,6.82,5.99,0.0,7.0,2.0,4.0,8.92,1.74,12.69,0,1.1198686371100164,1.2890173410404624,0.28169014084507044,1
25.0,3.0,6.1,5.23,5.0,10.0,6.0,1.0,9.04,1.27,38.5,1,1.144465290806754,1.4580645161290322,0.594059405940594,1
34.0,10.0,5.36,5.13,7.0,17.0,18.0,8.0,7.28,1.44,87.66,2,1.0248565965583176,1.3333333333333335,1.0526315789473684,1
33.0,9.0,4.24,8.25,7.0,6.0,14.0,0.0,9.21,0.53,0.0,0,0.5077844311377246,2.122119815668203,2.295081967213115,0
39.0,5.0,13.36,5.54,1.0,11.0,11.0,0.0,14.53,1.48,46.87,1,2.368794326241135,1.0794947994056463,0.990990990990991,2
34.0,11.0,13.21,5.69,1.0,5.0,28.0,9.0,16.02,1.21,84.07,2,2.2815198618307426,1.2036063110443276,5.490196078431373,2
33.0,19.0,4.5,4.98,7.0,9.0,1.0,4.0,7.69,0.45,52.42,1,0.8858267716535433,1.6717391304347828,0.10989010989010989,0
44.0,15.0,5.73,8.81,2.0,19.0,29.0,8.0,8.6,1.9,41.62,1,0.6430976430976432,1.4751286449399656,1.5183246073298429,0
40.0,2.0,5.4,5.22,3.0,14.0,12.0,5.0,8.48,1.02,58.14,1,1.0150375939849625,1.541818181818182,0.851063829787234,1
43.0,13.0,6.81,5.24,2.0,19.0,25.0,4.0,11.76,1.59,72.19,2,1.2752808988764044,1.7018813314037629,1.3089005235602094,1
44.0,0.0,6.04,8.72,4.0,14.0,19.0,5.0,10.55,1.05,46.58,1,0.6848072562358276,1.718241042345277,1.3475177304964538,0
24.0,9.0,13.46,8.5,0.0,18.0,18.0,5.0,15.69,1.87,89.55,2,1.5651162790697677,1.157079646017699,0.9944751381215469,1
25.0,14.0,4.84,5.24,2.0,5.0,6.0,8.0,8.05,0.28,43.08,1,0.9063670411985019,1.6295546558704457,1.1764705882352942,0
36.0,6.0,6.12,8.32,2.0,9.0,23.0,8.0,7.12,1.09,53.25,1,0.7268408551068883,1.144694533762058,2.5274725274725274,0
30.0,3.0,4.81,5.25,7.0,14.0,2.0,4.0,7.45,0.05,59.65,1,0.8990654205607477,1.5173116089613037,0.14184397163120568,0
35.0,13.0,13.8,4.42,5.0,19.0,5.0,3.0,15.46,0.39,100.0,2,3.053097345132744,1.112230215827338,0.2617801047120419,3
31.0,15.0,13.18,8.1,6.0,19.0,0.0,0.0,17.03,0.56,64.58,1,1.6073170731707318,1.2823795180722892,0.0,1
34.0,13.0,11.17,7.86,0.0,17.0,20.0,5.0,13.05,0.95,71.36,1,1.4032663316582914,1.1579414374445431,1.1695906432748537,1
42.0,2.0,8.26,5.47,7.0,1.0,1.0,6.0,12.26,1.64,43.93,1,1.4829443447037702,1.466507177033493,0.9090909090909091,1
23.0,16.0,5.9,4.45,0.0,6.0,0.0,6.0,8.15,0.93,31.74,0,1.2967032967032968,1.3583333333333334,0.0,1
37.0,13.0,6.21,5.03,7.0,4.0,28.0,0.0,10.91,1.12,15.98,0,1.2105263157894737,1.729001584786054,6.829268292682928,1
40.0,17.0,8.43,7.86,1.0,2.0,22.0,5.0,11.21,1.85,3.65,0,1.0590452261306533,1.314185228604924,10.476190476190476,1
22.0,2.0,11.68,8.82,1.0,5.0,25.0,7.0,16.04,1.51,43.4,1,1.3094170403587444,1.3616298811544991,4.901960784313726,1
41.0,18.0,6.65,5.3,0.0,5.0,3.0,2.0,10.16,0.1,21.59,0,1.2314814814814816,1.5051851851851852,0.5882352941176471,1
27.0,2.0,7.11,8.09,6.0,0.0,4.0,0.0,12.02,0.35,22.86,0,0.8681318681318683,1.667128987517337,40.0,0
42.0,11.0,10.0,5.14,2.0,18.0,1.0,6.0,13.97,0.08,98.34,2,1.9083969465648858,1.3831683168316833,0.055248618784530384,1
22.0,4.0,6.38,7.4,4.0,11.0,15.0,3.0,10.29,0.14,32.07,0,0.8506666666666667,1.587962962962963,1.3513513513513513,0
27.0,9.0,9.84,4.42,2.0,4.0,7.0,4.0,11.9,0.68,43.5,1,2.176991150442478,1.1971830985915495,1.707317073170732,2
37.0,8.0,7.87,6.93,6.0,6.0,14.0,1.0,10.89,1.46,25.71,0,1.1194879089615932,1.3663739021329988,2.295081967213115,1
32.0,10.0,4.34,5.35,4.0,19.0,10.0,6.0,6.5,0.49,73.04,2,0.7963302752293578,1.463963963963964,0.5235602094240838,0
44.0,12.0,8.03,8.63,0.0,7.0,28.0,0.0,9.11,0.78,9.02,0,0.9198167239404351,1.1205412054120543,3.943661971830986,0
39.0,2.0,13.2,5.45,5.0,18.0,9.0,3.0,17.04,0.79,100.0,2,2.3783783783783785,1.281203007518797,0.49723756906077343,2
36.0,18.0,6.93,5.99,4.0,5.0,29.0,7.0,8.87,1.18,45.05,1,1.1379310344827587,1.2617354196301565,5.686274509803922,1
27.0,10.0,7.23,8.2,1.0,14.0,2.0,6.0,9.82,1.79,46.83,1,0.8710843373493977,1.339699863574352,0.14184397163120568,0
42.0,15.0,4.66,6.19,5.0,5.0,22.0,6.0,6.8,1.97,21.99,0,0.7408585055643879,1.4285714285714286,4.313725490196079,0
30.0,5.0,10.15,5.19,7.0,8.0,10.0,6.0,11.95,1.21,88.13,2,1.9187145557655956,1.1658536585365853,1.234567901234568,1
24.0,2.0,12.49,6.46,6.0,3.0,16.0,4.0,13.76,1.01,64.79,1,1.9039634146341464,1.0929308975377283,5.161290322580645,1
32.0,18.0,7.53,8.2,0.0,15.0,9.0,9.0,9.88,1.36,50.25,1,0.9072289156626507,1.2948885976408913,0.5960264900662252,0
40.0,5.0,6.4,6.17,6.0,9.0,16.0,2.0,7.73,1.34,23.43,0,1.0207336523125998,1.1892307692307693,1.7582417582417582,1
42.0,7.0,13.57,4.66,3.0,0.0,13.0,9.0,16.73,1.05,83.83,2,2.850840336134454,1.2238478419897587,130.0,2
24.0,10.0,11.45,5.92,4.0,10.0,22.0,6.0,12.53,1.47,65.82,1,1.9019933554817277,1.084848484848485,2.1782178217821784,1
43.0,11.0,9.67,8.77,4.0,9.0,0.0,7.0,14.43,0.98,67.59,1,1.0901916572717025,1.4769703172978506,0.0,1
32.0,9.0,7.06,4.36,7.0,17.0,27.0,6.0,11.93,1.99,53.795,1,1.5829596412556053,1.666201117318436,1.5789473684210524,1
25.0,2.0,6.21,6.04,6.0,19.0,24.0,5.0,8.43,0.1,62.17,1,1.011400651465798,1.3359746434231379,1.256544502617801,1
24.0,3.0,11.16,7.24,5.0,19.0,8.0,8.0,13.2,0.89,88.29,2,1.5204359673024523,1.172291296625222,0.41884816753926696,1
28.0,0.0,9.22,4.39,3.0,14.0,23.0,5.0,10.64,0.79,72.94,2,2.053452115812918,1.1416309012875536,1.6312056737588654,2
35.0,12.0,9.21,5.72,3.0,5.0,23.0,4.0,13.83,1.54,31.59,0,1.582474226804124,1.485499462943072,4.509803921568627,1
21.0,3.0,4.74,8.7,0.0,15.0,14.0,5.0,8.09,0.38,29.47,0,0.5386363636363637,1.671487603305785,0.9271523178807948,0
20.0,10.0,9.12,4.15,5.0,1.0,14.0,9.0,12.56,0.87,56.45,1,2.145882352941176,1.3622559652928419,12.727272727272727,2
27.0,18.0,12.23,7.76,7.0,2.0,19.0,3.0,16.81,1.4,48.9,1,1.5559796437659035,1.3633414436334144,9.047619047619047,1
38.0,10.0,13.47,8.21,2.0,16.0,20.0,5.0,18.11,1.21,88.63,2,1.6209386281588447,1.3345615327929254,1.2422360248447204,1
30.0,11.0,5.07,5.39,3.0,7.0,24.0,3.0,9.38,1.09,29.44,0,0.923497267759563,1.81431334622824,3.3802816901408455,0
31.0,10.0,10.31,5.07,6.0,19.0,2.0,4.0,14.4,0.87,82.84,2,1.9941972920696327,1.38328530259366,0.10471204188481674,1
31.0,5.0,9.68,8.57,4.0,14.0,19.0,5.0,12.02,1.5,57.14,1,1.116493656286044,1.229038854805726,1.3475177304964538,1
26.0,11.0,12.9,7.82,3.0,12.0,25.0,0.0,17.4,1.29,62.74,1,1.628787878787879,1.3384615384615384,2.066115702479339,1
32.0,8.0,11.51,4.57,6.0,18.0,20.0,5.0,13.98,1.75,100.0,2,2.4646680942184154,1.2041343669250646,1.1049723756906076,2
27.0,9.0,13.65,5.06,0.0,0.0,6.0,5.0,18.54,1.47,57.74,1,2.6453488372093026,1.3483636363636362,60.0,2
41.0,2.0,13.6,7.11,0.0,11.0,20.0,0.0,17.44,0.28,78.14,2,1.8862690707350902,1.272992700729927,1.8018018018018018,1
28.0,2.0,6.26,6.1,4.0,17.0,24.0,5.0,8.74,1.24,51.86,1,1.0096774193548388,1.3742138364779877,1.4035087719298245,1
26.0,19.0,11.25,6.52,7.0,17.0,21.0,9.0,14.02,0.09,100.0,2,1.6993957703927494,1.2352422907488987,1.2280701754385963,1
40.0,15.0,9.31,8.76,4.0,2.0,2.0,4.0,13.06,0.77,30.98,0,1.0507900677200903,1.38788522848034,0.9523809523809523,1
43.0,2.0,6.15,6.1,4.0,17.0,21.0,7.0,8.59,0.82,75.44,2,0.9919354838709679,1.3744,1.2280701754385963,0
34.0,9.0,5.95,8.41,2.0,16.0,21.0,4.0,10.26,1.02,35.66,1,0.6991774383078732,1.6958677685950414,1.3043478260869563,0
21.0,10.0,4.81,7.3,4.0,10.0,14.0,9.0,6.4,0.36,68.89,1,0.65,1.303462321792261,1.3861386138613863,0
42.0,7.0,11.96,4.61,7.0,4.0,27.0,4.0,16.59,1.29,69.8,1,2.53927813163482,1.3756218905472637,6.585365853658537,2
39.0,5.0,8.99,7.72,5.0,6.0,9.0,1.0,9.45,0.38,35.8,1,1.149616368286445,1.0396039603960396,1.4754098360655739,1
44.0,19.0,12.57,6.6,0.0,17.0,15.0,3.0,12.02,1.9,67.95,1,1.876119402985075,0.9486977111286503,0.8771929824561403,1
31.0,10.0,10.08,5.13,7.0,6.0,16.0,5.0,14.51,1.06,53.795,1,1.9273422562141493,1.425343811394892,2.6229508196721314,1
20.0,11.0,10.74,5.45,0.0,17.0,22.0,9.0,12.7,1.42,79.68,2,1.9351351351351351,1.1715867158671587,1.286549707602339,1
42.0,15.0,6.92,6.79,3.0,1.0,18.0,9.0,11.29,1.29,40.28,1,1.0043541364296082,1.6082621082621082,16.363636363636363,1
41.0,17.0,8.57,7.01,4.0,5.0,0.0,7.0,10.76,0.61,31.13,0,1.2053445850914206,1.2410611303344867,0.0,1
27.0,12.0,8.12,8.84,2.0,7.0,0.0,2.0,12.86,1.8,14.86,1,0.9082774049217002,1.564476885644769,0.0,0
24.0,2.0,6.36,8.27,5.0,16.0,20.0,0.0,8.24,1.25,27.57,0,0.7598566308243728,1.2755417956656347,1.2422360248447204,0
34.0,14.0,12.33,5.03,1.0,3.0,13.0,6.0,13.61,1.02,81.47,2,2.4035087719298245,1.0949316170555108,4.193548387096774,2
20.0,13.0,10.22,7.87,3.0,16.0,25.0,8.0,14.97,1.02,69.06,1,1.2823086574654958,1.4505813953488371,1.5527950310559004,1
20.0,17.0,4.37,4.04,7.0,15.0,25.0,5.0,6.03,1.78,50.95,1,1.0555555555555556,1.3489932885906042,1.6556291390728477,1
44.0,13.0,12.2,4.65,5.0,14.0,1.0,1.0,16.98,0.12,75.18,2,2.568421052631579,1.380487804878049,0.07092198581560284,2
29.0,4.0,8.99,5.0,6.0,14.0,1.0,1.0,9.36,0.78,48.51,1,1.7627450980392159,1.0297029702970297,0.07092198581560284,1
41.0,13.0,8.04,6.99,2.0,7.0,27.0,0.0,9.37,1.68,18.52,0,1.1339915373765865,1.1511056511056512,3.802816901408451,1
29.0,7.0,9.71,4.97,4.0,16.0,19.0,5.0,12.49,0.08,78.72,2,1.9151873767258387,1.273190621814475,1.1801242236024843,1
40.0,14.0,4.08,5.83,2.0,18.0,9.0,7.0,5.37,1.28,73.07,2,0.688026981450253,1.284688995215311,0.49723756906077343,0
34.0,14.0,10.53,5.21,1.0,0.0,14.0,0.0,12.85,0.81,31.29,0,1.9830508474576272,1.208842897460019,140.0,1
36.0,18.0,10.6,5.69,5.0,12.0,26.0,0.0,12.02,0.41,68.97,1,1.8307426597582037,1.1233644859813083,2.1487603305785123,1
41.0,10.0,10.53,8.71,2.0,5.0,27.0,0.0,13.93,1.22,29.78,0,1.195232690124858,1.310442144873001,5.294117647058824,1
25.0,5.0,5.63,8.99,6.0,9.0,27.0,9.0,10.53,1.66,32.49,0,0.6193619361936193,1.837696335078534,2.967032967032967,0
22.0,18.0,6.56,7.43,1.0,0.0,14.0,4.0,8.24,0.93,6.65,0,0.8711819389110226,1.2372372372372373,140.0,0
32.0,7.0,6.47,6.86,4.0,11.0,6.0,6.0,8.79,0.29,34.25,0,0.9295977011494253,1.3378995433789955,0.5405405405405406,0
35.0,5.0,8.99,7.54,5.0,18.0,7.0,3.0,16.95,0.61,77.51,2,1.1767015706806283,1.8646864686468647,0.38674033149171266,1
27.0,19.0,4.68,7.86,1.0,14.0,10.0,0.0,6.37,1.96,12.5,0,0.5879396984924623,1.3326359832635986,0.7092198581560284,0
32.0,14.0,8.29,7.7,5.0,4.0,15.0,0.0,12.13,1.02,28.56,0,1.0628205128205128,1.4457687723480337,3.658536585365854,1
36.0,2.0,12.71,4.41,2.0,1.0,25.0,9.0,15.32,0.32,76.03,2,2.8181818181818183,1.1959406713505074,22.727272727272727,2
36.0,9.0,11.69,5.55,6.0,18.0,22.0,2.0,16.49,1.98,84.11,2,2.0690265486725665,1.398642917726887,1.2154696132596685,2
41.0,14.0,12.22,5.72,4.0,13.0,24.0,4.0,15.74,1.76,73.75,2,2.0996563573883167,1.2775974025974026,1.83206106870229,2
32.0,15.0,13.72,5.85,4.0,8.0,6.0,4.0,12.02,1.41,78.54,2,2.3058823529411767,0.869753979739508,0.7407407407407408,2
36.0,16.0,7.87,5.72,7.0,0.0,19.0,8.0,11.75,0.3,47.97,1,1.352233676975945,1.4742785445420328,190.0,1
25.0,18.0,7.1,7.94,0.0,12.0,8.0,8.0,11.46,0.48,59.14,1,0.8830845771144277,1.591666666666667,0.6611570247933884,0
36.0,10.0,4.31,7.74,4.0,16.0,24.0,8.0,8.51,0.36,56.34,1,0.5497448979591837,1.9297052154195014,1.4906832298136645,0
35.0,15.0,5.5,4.02,4.0,1.0,18.0,7.0,7.55,1.26,10.49,0,1.33495145631068,1.3482142857142858,16.363636363636363,1
33.0,4.0,9.62,5.48,0.0,13.0,25.0,8.0,12.29,0.8,57.09,1,1.7240143369175625,1.26440329218107,1.9083969465648856,1
32.0,4.0,5.58,7.12,4.0,19.0,29.0,5.0,8.39,0.1,52.67,1,0.7728531855955679,1.4771126760563382,1.5183246073298429,0
25.0,13.0,11.36,4.6,1.0,5.0,23.0,7.0,13.91,0.58,71.52,2,2.417021276595745,1.2137870855148343,4.509803921568627,2
22.0,17.0,4.37,4.36,2.0,5.0,0.0,7.0,6.61,1.72,19.94,0,0.9798206278026906,1.4787472035794185,0.0,0
33.0,7.0,6.59,8.14,2.0,17.0,17.0,7.0,10.6,1.59,61.88,1,0.799757281553398,1.5844544095665172,0.9941520467836257,0
33.0,4.0,10.95,6.26,3.0,18.0,7.0,4.0,12.0,1.29,66.32,1,1.7216981132075473,1.0859728506787332,0.38674033149171266,1
34.0,6.0,6.56,8.28,3.0,8.0,28.0,9.0,8.73,0.17,53.795,1,0.7828162291169452,1.310810810810811,3.4567901234567904,0
27.0,15.0,11.29,8.12,3.0,14.0,7.0,2.0,12.86,1.77,44.98,1,1.3734793187347933,1.129060579455663,0.49645390070921985,1
34.0,13.0,13.96,8.47,5.0,6.0,21.0,3.0,15.48,1.07,67.29,1,1.6289381563593932,1.10099573257468,3.4426229508196724,1
41.0,4.0,11.97,4.24,4.0,5.0,7.0,8.0,14.08,0.99,76.75,2,2.7580645161290325,1.1665285832642915,1.3725490196078431,2
32.0,8.0,7.42,4.93,7.0,4.0,29.0,6.0,11.47,1.87,43.52,1,1.4751491053677934,1.5252659574468086,7.073170731707318,1
36.0,3.0,13.01,5.48,2.0,18.0,13.0,8.0,17.89,0.02,100.0,2,2.3315412186379927,1.364607170099161,0.718232044198895,2
40.0,3.0,4.51,4.68,3.0,9.0,23.0,6.0,7.57,1.11,49.2,1,0.9435146443514645,1.642082429501085,2.5274725274725274,0
43.0,15.0,11.25,6.43,2.0,0.0,1.0,7.0,13.61,1.58,51.24,1,1.7228177641653906,1.1991189427312776,10.0,1
22.0,16.0,4.23,7.99,1.0,6.0,2.0,2.0,8.55,0.13,1.73,0,0.5228677379480842,1.9745958429561201,0.3278688524590164,0
25.0,14.0,5.75,8.76,3.0,17.0,6.0,7.0,7.02,0.71,75.1,2,0.6489841986455982,1.2,0.3508771929824561,0
24.0,3.0,13.88,8.45,2.0,7.0,14.0,3.0,15.25,1.95,68.76,1,1.6233918128654974,1.0908440629470673,1.971830985915493,1
41.0,5.0,7.61,6.29,4.0,11.0,28.0,5.0,9.99,0.42,53.11,1,1.1909233176838812,1.2957198443579767,2.5225225225225225,1
36.0,15.0,12.2,7.18,5.0,9.0,14.0,5.0,14.99,1.06,50.86,1,1.6758241758241759,1.21869918699187,1.5384615384615385,1
42.0,3.0,7.76,5.15,6.0,5.0,10.0,1.0,11.95,1.49,33.8,0,1.4780952380952381,1.520356234096692,1.9607843137254903,1
44.0,5.0,8.99,6.02,4.0,15.0,1.0,6.0,17.1,0.78,100.0,2,1.4689542483660134,1.8811881188118813,0.06622516556291391,1
21.0,4.0,13.65,8.36,4.0,18.0,21.0,5.0,16.78,0.82,100.0,2,1.6134751773049647,1.2203636363636365,1.160220994475138,1
34.0,15.0,8.36,4.15,6.0,17.0,17.0,9.0,11.34,0.13,77.88,2,1.9670588235294115,1.3404255319148937,0.9941520467836257,1
24.0,15.0,9.59,6.66,3.0,12.0,13.0,4.0,11.44,0.38,74.78,2,1.418639053254438,1.1805985552115583,1.0743801652892562,1
39.0,9.0,10.29,8.36,4.0,19.0,17.0,6.0,13.09,1.76,70.32,2,1.2163120567375887,1.2598652550529357,0.8900523560209423,1
25.0,8.0,13.35,4.61,5.0,6.0,26.0,1.0,18.04,1.64,56.88,1,2.8343949044585988,1.341263940520446,4.262295081967213,2
25.0,3.0,6.57,8.91,0.0,6.0,1.0,9.0,9.14,0.61,44.34,1,0.7291897891231965,1.3703148425787108,0.1639344262295082,0
37.0,13.0,10.11,4.06,7.0,15.0,3.0,3.0,11.95,0.76,84.33,2,2.4302884615384617,1.1704211557296769,0.19867549668874174,2
37.0,3.0,7.25,8.43,5.0,9.0,13.0,4.0,9.6,0.88,51.81,1,0.8499413833528723,1.306122448979592,1.4285714285714286,0
23.0,11.0,6.17,5.77,1.0,14.0,6.0,7.0,9.23,0.69,64.84,1,1.051107325383305,1.4720893141945774,0.425531914893617,1
36.0,9.0,8.99,4.66,5.0,13.0,14.0,5.0,8.24,1.31,53.38,1,1.8886554621848741,0.9064906490649065,1.0687022900763359,1
44.0,3.0,10.21,4.79,2.0,11.0,5.0,5.0,12.94,0.03,88.97,2,2.0879345603271986,1.2550921435499514,0.45045045045045046,2
33.0,17.0,12.82,7.51,0.0,14.0,4.0,4.0,16.85,1.76,63.74,1,1.6846254927726676,1.3041795665634677,0.28368794326241137,1
33.0,12.0,7.51,8.35,3.0,7.0,19.0,9.0,10.85,0.6,37.18,1,0.8887573964497042,1.4257555847568988,2.676056338028169,0
32.0,12.0,9.53,7.21,2.0,6.0,17.0,4.0,13.19,1.74,57.29,1,1.3036935704514363,1.3696780893042577,2.7868852459016393,1
26.0,13.0,10.42,8.64,6.0,8.0,10.0,0.0,14.87,0.91,38.62,1,1.1922196796338673,1.4134980988593155,1.234567901234568,1
31.0,17.0,8.15,8.21,5.0,13.0,7.0,3.0,12.61,1.55,46.89,1,0.9807460890493381,1.5284848484848483,0.5343511450381679,0
42.0,0.0,13.03,4.05,2.0,6.0,28.0,8.0,14.84,1.65,75.08,2,3.1397590361445786,1.1302361005331303,4.59016393442623,3
34.0,15.0,7.63,7.35,4.0,11.0,11.0,1.0,11.12,0.6,39.76,1,1.0241610738255034,1.4385510996119018,0.990990990990991,1
38.0,14.0,5.25,5.52,2.0,13.0,17.0,5.0,9.12,1.28,45.97,1,0.9341637010676158,1.7046728971962617,1.297709923664122,0
30.0,4.0,5.44,6.27,2.0,10.0,14.0,1.0,7.02,1.21,11.95,0,0.8540031397174256,1.2671480144404332,1.3861386138613863,0
34.0,5.0,12.91,4.47,5.0,18.0,26.0,8.0,17.28,0.95,100.0,2,2.8249452954048144,1.3282090699461953,1.43646408839779,2
31.0,5.0,13.88,5.41,1.0,5.0,7.0,4.0,15.6,0.94,58.23,1,2.519056261343013,1.1158798283261802,1.3725490196078431,2
22.0,2.0,6.89,7.16,6.0,2.0,25.0,8.0,11.09,0.61,41.49,1,0.9490358126721763,1.5865522174535052,11.904761904761905,0
36.0,15.0,5.44,5.09,5.0,5.0,29.0,9.0,7.09,0.62,55.07,1,1.0481695568400773,1.279783393501805,5.686274509803922,1
22.0,11.0,8.82,7.24,3.0,8.0,3.0,4.0,12.79,1.1,56.6,1,1.2016348773841963,1.4338565022421523,0.3703703703703704,1
38.0,3.0,11.1,8.62,7.0,1.0,27.0,8.0,12.69,0.06,85.22,2,1.272935779816514,1.1330357142857144,24.545454545454543,1
